,Reporting starts,Reporting ends,Campaign name,Delivery,Mobile app installs,Mobile app actions,Cost per mobile app install (GBP),Cost per mobile app action (GBP),Desktop app installs,Desktop app engagement,Cost per desktop app install (GBP),Cost per desktop app engagement (GBP),Post reactions,Post comments,Post shares
658,2016-02-16,2016-02-16,Campaign58,inactive,31.0,,1.0645161290323002,,,,,,3.0,,
659,2016-02-15,2016-02-15,Campaign58,inactive,32.0,,1.03125,,,,,,6.0,,1.0
660,2016-02-14,2016-02-14,Campaign58,inactive,34.0,,0.97058823529412,,,,,,5.0,1.0,
661,2016-02-13,2016-02-13,Campaign58,inactive,47.0,,0.7021276595744699,,,,,,6.0,,2.0
662,2016-02-12,2016-02-12,Campaign58,inactive,26.0,,1.2692307692308,,,,,,3.0,,
663,2016-02-11,2016-02-11,Campaign58,inactive,34.0,,0.97058823529412,,,,,,3.0,,
664,2016-02-10,2016-02-10,Campaign58,inactive,38.0,,0.86842105263158,,,,,,2.0,1.0,
665,2016-02-09,2016-02-09,Campaign58,inactive,28.0,,1.1785714285714,,,,,,2.0,,
666,2016-02-08,2016-02-08,Campaign58,inactive,36.0,,0.90777777777778,,,,,,1.0,,
667,2016-02-07,2016-02-07,Campaign58,inactive,54.0,,0.60833333333333,,,,,,4.0,2.0,
668,2016-02-06,2016-02-06,Campaign58,inactive,41.0,,0.8034146341463398,,,,,,7.0,,
669,2016-02-05,2016-02-05,Campaign58,inactive,42.0,,0.78571428571429,,,,,,2.0,1.0,
670,2016-02-04,2016-02-04,Campaign58,inactive,33.0,,0.99060606060606,,,,,,5.0,,1.0
671,2016-02-03,2016-02-03,Campaign58,inactive,48.0,,0.68583333333333,,,,,,6.0,1.0,2.0
672,2016-02-02,2016-02-02,Campaign58,inactive,42.0,,0.77857142857143,,,,,,10.0,,
673,2016-02-01,2016-02-01,Campaign58,inactive,42.0,,0.785,,,,,,1.0,,
674,2016-01-31,2016-01-31,Campaign58,inactive,50.0,,0.6598,,,,,,,,1.0
675,2016-01-30,2016-01-30,Campaign58,inactive,42.0,,0.77857142857143,,,,,,3.0,,
676,2016-01-29,2016-01-29,Campaign58,inactive,20.0,,1.6375,,,,,,1.0,,
677,2016-01-28,2016-01-28,Campaign58,inactive,42.0,,0.78571428571429,,,,,,12.0,,
678,2016-01-27,2016-01-27,Campaign58,inactive,35.0,,0.94057142857143,,,,,,7.0,1.0,2.0
679,2016-01-26,2016-01-26,Campaign58,inactive,37.0,,0.8916216216216201,,,,,,4.0,,
680,2016-01-25,2016-01-25,Campaign58,inactive,31.0,,1.0474193548387,,,,,,2.0,,
681,2016-01-24,2016-01-24,Campaign58,inactive,39.0,,0.84538461538462,,,,,,4.0,,
682,2016-01-23,2016-01-23,Campaign58,inactive,47.0,,0.7021276595744699,,,,,,7.0,,
683,2016-01-22,2016-01-22,Campaign58,inactive,41.0,,0.80487804878049,,,,,,7.0,,
684,2016-01-21,2016-01-21,Campaign58,inactive,45.0,,0.73311111111111,,,,,,7.0,,
685,2016-01-20,2016-01-20,Campaign58,inactive,20.0,,1.6495,,,,,,7.0,1.0,
686,2016-01-19,2016-01-19,Campaign58,inactive,39.0,,0.8461538461538499,,,,,,5.0,,
687,2016-01-18,2016-01-18,Campaign58,inactive,38.0,,0.86842105263158,,,,,,4.0,,
688,2016-01-17,2016-01-17,Campaign58,inactive,41.0,,0.80487804878049,,,,,,7.0,1.0,1.0
689,2016-01-16,2016-01-16,Campaign58,inactive,46.0,,0.7173913043478299,,,,,,10.0,,1.0
690,2016-01-15,2016-01-15,Campaign58,inactive,31.0,,1.0645161290323002,,,,,,1.0,1.0,1.0
691,2016-01-14,2016-01-14,Campaign58,inactive,33.0,,1.0,,,,,,6.0,,
692,2016-01-13,2016-01-13,Campaign58,inactive,25.0,,1.32,,,,,,5.0,,
693,2016-01-12,2016-01-12,Campaign58,inactive,40.0,,0.825,,,,,,4.0,,
694,2016-01-11,2016-01-11,Campaign58,inactive,44.0,,0.75,,,,,,10.0,,
695,2016-01-10,2016-01-10,Campaign58,inactive,62.0,,0.53225806451613,,,,,,6.0,,
696,2016-01-09,2016-01-09,Campaign58,inactive,48.0,,0.6875,,,,,,9.0,,1.0
697,2016-01-08,2016-01-08,Campaign58,inactive,35.0,,0.94285714285714,,,,,,2.0,,1.0
698,2016-01-07,2016-01-07,Campaign58,inactive,32.0,,1.03125,,,,,,5.0,,
699,2016-01-06,2016-01-06,Campaign58,inactive,39.0,,0.84564102564103,,,,,,3.0,,1.0
700,2016-01-05,2016-01-05,Campaign58,inactive,33.0,,1.0,,,,,,4.0,,
701,2016-01-04,2016-01-04,Campaign58,inactive,59.0,,0.55932203389831,,,,,,4.0,,1.0
702,2015-12-24,2015-12-24,Campaign58,inactive,12.0,,1.5733333333333,,,,,,,,
703,2015-12-23,2015-12-23,Campaign58,inactive,37.0,,0.89189189189189,,,,,,4.0,,1.0
704,2015-12-22,2015-12-22,Campaign58,inactive,25.0,,1.32,,,,,,7.0,,1.0
705,2015-12-21,2015-12-21,Campaign58,inactive,28.0,,1.1785714285714,,,,,,6.0,,
706,2015-12-20,2015-12-20,Campaign58,inactive,39.0,,0.8461538461538499,,,,,,11.0,,
707,2015-12-19,2015-12-19,Campaign58,inactive,31.0,,1.0645161290323002,,,,,,7.0,,
708,2015-12-18,2015-12-18,Campaign58,inactive,26.0,,1.2692307692308,,,,,,3.0,,
709,2015-12-17,2015-12-17,Campaign58,inactive,41.0,,0.80487804878049,,,,,,2.0,,
710,2015-12-16,2015-12-16,Campaign58,inactive,40.0,,0.825,,,,,,8.0,,
711,2015-12-15,2015-12-15,Campaign58,inactive,49.0,,0.67265306122449,,,,,,4.0,,
712,2015-12-14,2015-12-14,Campaign58,inactive,40.0,,0.825,,,,,,3.0,,
713,2015-12-13,2015-12-13,Campaign58,inactive,44.0,,0.75,,,,,,10.0,,
714,2015-12-12,2015-12-12,Campaign58,inactive,32.0,,1.03125,,,,,,9.0,,
715,2015-12-11,2015-12-11,Campaign58,inactive,31.0,,1.0629032258065,,,,,,7.0,,
716,2015-12-10,2015-12-10,Campaign58,inactive,38.0,,0.86842105263158,,,,,,4.0,,
717,2015-12-09,2015-12-09,Campaign58,inactive,44.0,,0.75,,,,,,4.0,,
718,2015-12-08,2015-12-08,Campaign58,inactive,36.0,,0.91666666666667,,,,,,7.0,,
719,2015-12-07,2015-12-07,Campaign58,inactive,42.0,,0.78571428571429,,,,,,5.0,,
720,2015-12-06,2015-12-06,Campaign58,inactive,33.0,,1.0,,,,,,7.0,,
721,2015-12-05,2015-12-05,Campaign58,inactive,38.0,,0.8665789473684201,,,,,,7.0,,
722,2015-12-04,2015-12-04,Campaign58,inactive,30.0,,1.1,,,,,,3.0,,1.0
723,2015-12-03,2015-12-03,Campaign58,inactive,40.0,,0.77475,,,,,,5.0,,1.0
724,2015-12-02,2015-12-02,Campaign58,inactive,42.0,,0.78571428571429,,,,,,1.0,,
725,2015-12-01,2015-12-01,Campaign58,inactive,42.0,,0.78571428571429,,,,,,3.0,,
726,2015-11-25,2015-11-25,Campaign58,inactive,2.0,,8.085,,,,,,2.0,,
727,2015-11-23,2015-11-23,Campaign58,inactive,45.0,,0.73333333333333,,,,,,5.0,,
728,2015-11-22,2015-11-22,Campaign58,inactive,49.0,,0.6734693877551,,,,,,2.0,,
729,2015-11-21,2015-11-21,Campaign58,inactive,49.0,,0.6734693877551,,,,,,4.0,,
730,2015-11-20,2015-11-20,Campaign58,inactive,46.0,,0.7173913043478299,,,,,,7.0,,
731,2015-11-19,2015-11-19,Campaign58,inactive,40.0,,0.825,,,,,,2.0,,1.0
732,2015-11-18,2015-11-18,Campaign58,inactive,51.0,,0.64705882352941,,,,,,9.0,,1.0
733,2015-11-17,2015-11-17,Campaign58,inactive,37.0,,0.89189189189189,,,,,,3.0,,
734,2015-11-16,2015-11-16,Campaign58,inactive,63.0,,0.5238095238095201,,,,,,3.0,,
735,2015-11-15,2015-11-15,Campaign58,inactive,67.0,,0.49253731343284,,,,,,4.0,,
736,2015-11-14,2015-11-14,Campaign58,inactive,51.0,,0.64705882352941,,,,,,4.0,,
737,2015-11-13,2015-11-13,Campaign58,inactive,52.0,,0.63461538461538,,,,,,1.0,,
738,2015-11-12,2015-11-12,Campaign58,inactive,37.0,,0.89189189189189,,,,,,5.0,,1.0
739,2015-11-11,2015-11-11,Campaign58,inactive,48.0,,0.6875,,,,,,6.0,,
740,2015-11-10,2015-11-10,Campaign58,inactive,56.0,,0.58928571428571,,,,,,1.0,,
741,2015-11-09,2015-11-09,Campaign58,inactive,62.0,,0.53225806451613,,,,,,3.0,,
742,2015-11-08,2015-11-08,Campaign58,inactive,60.0,,0.55,,,,,,4.0,,
743,2015-11-07,2015-11-07,Campaign58,inactive,68.0,,0.48529411764706,,,,,,7.0,,
744,2015-11-06,2015-11-06,Campaign58,inactive,46.0,,0.7173913043478299,,,,,,4.0,,
745,2015-11-05,2015-11-05,Campaign58,inactive,51.0,,0.64705882352941,,,,,,4.0,,1.0
746,2015-09-29,2015-09-29,Campaign58,inactive,14.0,,1.0978571428571,,,,,,2.0,1.0,1.0
747,2015-09-28,2015-09-28,Campaign58,inactive,26.0,,1.2692307692308,,,,,,8.0,2.0,
748,2015-09-27,2015-09-27,Campaign58,inactive,44.0,,0.74772727272727,,,,,,6.0,1.0,
749,2015-09-26,2015-09-26,Campaign58,inactive,28.0,,1.1785714285714,,,,,,6.0,,2.0
750,2015-09-25,2015-09-25,Campaign58,inactive,42.0,,0.785,,,,,,2.0,,
751,2015-09-24,2015-09-24,Campaign58,inactive,37.0,,0.8913513513513499,,,,,,7.0,1.0,2.0
752,2015-09-23,2015-09-23,Campaign58,inactive,35.0,,0.94285714285714,,,,,,6.0,2.0,
753,2015-09-22,2015-09-22,Campaign58,inactive,27.0,,1.2174074074074,,,,,,,,
754,2015-09-21,2015-09-21,Campaign58,inactive,48.0,,0.6875,,,,,,2.0,,
755,2015-09-20,2015-09-20,Campaign58,inactive,56.0,,0.58928571428571,,,,,,6.0,,1.0
756,2015-09-19,2015-09-19,Campaign58,inactive,59.0,,0.55932203389831,,,,,,6.0,,
757,2015-09-18,2015-09-18,Campaign58,inactive,38.0,,0.86421052631579,,,,,,4.0,,
758,2015-09-17,2015-09-17,Campaign58,inactive,43.0,,0.76744186046512,,,,,,8.0,,
759,2015-09-16,2015-09-16,Campaign58,inactive,64.0,,0.51421875,,,,,,6.0,,
760,2015-09-15,2015-09-15,Campaign58,inactive,73.0,,0.45205479452055,,,,,,6.0,1.0,
761,2015-09-14,2015-09-14,Campaign58,inactive,13.0,,2.5330769230769,,,,,,3.0,1.0,2.0
762,2015-09-13,2015-09-13,Campaign58,inactive,28.0,,1.1785714285714,,,,,,5.0,1.0,
763,2015-09-12,2015-09-12,Campaign58,inactive,18.0,,1.8333333333333,,,,,,6.0,,
764,2015-09-11,2015-09-11,Campaign58,inactive,3.0,,3.25,,,,,,1.0,,
765,2015-07-16,2015-07-16,Campaign58,inactive,,,,,,,,,,,
766,2015-07-15,2015-07-15,Campaign58,inactive,,,,,,,,,,,
767,2015-07-14,2015-07-14,Campaign58,inactive,,,,,,,,,,,
768,2015-07-13,2015-07-13,Campaign58,inactive,,,,,,,,,,,
769,2015-07-12,2015-07-12,Campaign58,inactive,,,,,,,,,,,
770,2015-07-10,2015-07-10,Campaign59,inactive,,,,,,,,,,,
771,2015-07-10,2015-07-10,Campaign60,inactive,,,,,,,,,,,
772,2015-07-10,2015-07-10,Campaign61,inactive,,,,,,,,,,,
773,2015-07-10,2015-07-10,Campaign58,inactive,,,,,,,,,,,
774,2015-07-09,2015-07-09,Campaign58,inactive,,,,,,,,,,,
775,2015-07-09,2015-07-09,Campaign59,inactive,,,,,,,,,,,
776,2015-07-09,2015-07-09,Campaign61,inactive,,,,,,,,,,,
777,2015-07-09,2015-07-09,Campaign62,inactive,,,,,,,,,,,
778,2015-07-09,2015-07-09,Campaign60,inactive,,,,,,,,,,,
779,2015-07-08,2015-07-08,Campaign61,inactive,,,,,,,,,,,
780,2015-07-08,2015-07-08,Campaign58,inactive,,,,,,,,,1.0,,
781,2015-07-08,2015-07-08,Campaign59,inactive,,,,,,,,,,,
782,2015-07-08,2015-07-08,Campaign63,inactive,,,,,,,,,,,
783,2015-07-08,2015-07-08,Campaign60,inactive,1.0,,2.9,,,,,,,,
784,2015-07-08,2015-07-08,Campaign64,inactive,,,,,,,,,,,
785,2015-07-07,2015-07-07,Campaign62,inactive,,,,,,,,,,,
786,2015-07-07,2015-07-07,Campaign59,inactive,,,,,,,,,,,
787,2015-07-07,2015-07-07,Campaign60,inactive,2.0,,1.45,,,,,,,,
788,2015-07-07,2015-07-07,Campaign61,inactive,3.0,,1.6366666666667,,,,,,,,
789,2015-07-07,2015-07-07,Campaign65,inactive,,,,,,,,,,,
790,2015-07-07,2015-07-07,Campaign66,inactive,,,,,,,,,,,
791,2015-07-07,2015-07-07,Campaign63,inactive,,,,,,,,,,,
792,2015-07-07,2015-07-07,Campaign58,inactive,1.0,,2.44,,,,,,,,
793,2015-07-07,2015-07-07,Campaign64,inactive,,,,,,,,,,,
794,2015-07-07,2015-07-07,Campaign67,inactive,,,,,,,,,,,
795,2015-07-06,2015-07-06,Campaign61,inactive,8.0,,1.54125,,,,,,,,
796,2015-07-06,2015-07-06,Campaign59,inactive,,,,,,,,,,,
797,2015-07-06,2015-07-06,Campaign65,inactive,,,,,,,,,,,
798,2015-07-06,2015-07-06,Campaign66,inactive,,,,,,,,,,,
799,2015-07-06,2015-07-06,Campaign67,inactive,,,,,,,,,,,
800,2015-07-06,2015-07-06,Campaign64,inactive,,,,,,,,,,,
801,2015-07-06,2015-07-06,Campaign62,inactive,,,,,,,,,,,
802,2015-07-06,2015-07-06,Campaign68,inactive,,,,,,,,,,,
803,2015-07-06,2015-07-06,Campaign63,inactive,1.0,,2.49,,,,,,,,
804,2015-07-06,2015-07-06,Campaign60,inactive,2.0,,2.69,,,,,,,,
805,2015-07-06,2015-07-06,Campaign58,inactive,,,,,,,,,,,
806,2015-07-05,2015-07-05,Campaign63,inactive,,,,,,,,,,,
807,2015-07-05,2015-07-05,Campaign58,inactive,2.0,,2.41,,,,,,,,
808,2015-07-05,2015-07-05,Campaign66,inactive,,,,,,,,,,,
809,2015-07-05,2015-07-05,Campaign65,inactive,,,,,,,,,,,
810,2015-07-05,2015-07-05,Campaign59,inactive,,,,,,,,,,,
811,2015-07-05,2015-07-05,Campaign62,inactive,,,,,,,,,,,
812,2015-07-05,2015-07-05,Campaign68,inactive,,,,,,,,,,,
813,2015-07-05,2015-07-05,Campaign67,inactive,,,,,,,,,,,
814,2015-07-05,2015-07-05,Campaign64,inactive,,,,,,,,,,,
815,2015-07-05,2015-07-05,Campaign61,inactive,6.0,,2.4466666666667,,,,,,,,
816,2015-07-05,2015-07-05,Campaign69,inactive,10.0,,2.748,,,,,,8.0,,1.0
817,2015-07-05,2015-07-05,Campaign60,inactive,2.0,,2.5,,,,,,,,
818,2015-07-04,2015-07-04,Campaign61,inactive,3.0,,2.9733333333333,,,,,,,,
819,2015-07-04,2015-07-04,Campaign63,inactive,,,,,,,,,,,
820,2015-07-04,2015-07-04,Campaign60,inactive,2.0,,2.78,,,,,,2.0,,
821,2015-07-04,2015-07-04,Campaign65,inactive,,,,,,,,,,,
822,2015-07-04,2015-07-04,Campaign58,inactive,,,,,,,,,,,
823,2015-07-04,2015-07-04,Campaign66,inactive,,,,,,,,,,,
824,2015-07-04,2015-07-04,Campaign68,inactive,,,,,,,,,,,
825,2015-07-03,2015-07-03,Campaign65,inactive,,,,,,,,,,,
826,2015-07-03,2015-07-03,Campaign68,inactive,,,,,,,,,,,
827,2015-07-03,2015-07-03,Campaign58,inactive,2.0,,2.355,,,,,,,,
828,2015-07-03,2015-07-03,Campaign61,inactive,9.0,,1.7711111111111,,,,,,2.0,,1.0
829,2015-07-03,2015-07-03,Campaign66,inactive,,,,,,,,,,,
830,2015-07-03,2015-07-03,Campaign60,inactive,4.0,,2.31,,,,,,2.0,,
831,2015-07-03,2015-07-03,Campaign62,inactive,,,,,,,,,,,
832,2015-07-03,2015-07-03,Campaign63,inactive,,,,,,,,,,,
833,2015-07-02,2015-07-02,Campaign63,inactive,,,,,,,,,,,
834,2015-07-02,2015-07-02,Campaign65,inactive,,,,,,,,,,,
835,2015-07-02,2015-07-02,Campaign66,inactive,,,,,,,,,,,
836,2015-07-02,2015-07-02,Campaign68,inactive,,,,,,,,,,,
837,2015-07-02,2015-07-02,Campaign69,inactive,6.0,,1.9666666666666999,,,,,,1.0,,
838,2015-07-02,2015-07-02,Campaign58,inactive,,,,,,,,,,,
839,2015-07-02,2015-07-02,Campaign60,inactive,1.0,,2.46,,,,,,,,
840,2015-07-02,2015-07-02,Campaign61,inactive,13.0,,2.3253846153846003,,,,,,8.0,,
841,2015-07-01,2015-07-01,Campaign61,inactive,11.0,,2.1381818181818,,,,,,4.0,,
842,2015-07-01,2015-07-01,Campaign68,inactive,,,,,,,,,,,
843,2015-07-01,2015-07-01,Campaign65,inactive,,,,,,,,,,,
844,2015-07-01,2015-07-01,Campaign66,inactive,,,,,,,,,,,
845,2015-07-01,2015-07-01,Campaign60,inactive,,,,,,,,,,,
846,2015-07-01,2015-07-01,Campaign63,inactive,,,,,,,,,,,
847,2015-07-01,2015-07-01,Campaign58,inactive,,,,,,,,,,,
848,2015-07-01,2015-07-01,Campaign69,inactive,15.0,,2.7213333333332996,,,,,,,,
849,2015-06-30,2015-06-30,Campaign65,inactive,,,,,,,,,,,
850,2015-06-30,2015-06-30,Campaign64,inactive,,,,,,,,,,,
851,2015-06-30,2015-06-30,Campaign63,inactive,,,,,,,,,,,
852,2015-06-30,2015-06-30,Campaign67,inactive,,,,,,,,,,,
853,2015-06-30,2015-06-30,Campaign69,inactive,11.0,,2.5581818181818,,,,,,4.0,,
854,2015-06-30,2015-06-30,Campaign66,inactive,,,,,,,,,,,
855,2015-06-30,2015-06-30,Campaign58,inactive,,,,,,,,,,,
856,2015-06-30,2015-06-30,Campaign61,inactive,27.0,,1.5492592592593,,,,,,9.0,,
857,2015-06-30,2015-06-30,Campaign60,inactive,1.0,,2.5,,,,,,,,
858,2015-06-30,2015-06-30,Campaign68,inactive,,,,,,,,,,,
859,2015-06-29,2015-06-29,Campaign67,inactive,1.0,,0.0,,,,,,,,
860,2015-06-29,2015-06-29,Campaign58,inactive,1.0,,0.0,,,,,,,,
861,2015-06-29,2015-06-29,Campaign66,inactive,,,,,,,,,,,
862,2015-06-29,2015-06-29,Campaign62,inactive,,,,,,,,,,,
863,2015-06-29,2015-06-29,Campaign60,inactive,2.0,,2.165,,,,,,,,
864,2015-06-29,2015-06-29,Campaign68,inactive,,,,,,,,,,,
865,2015-06-29,2015-06-29,Campaign69,inactive,19.0,,2.6094736842105,,,,,,5.0,,1.0
866,2015-06-29,2015-06-29,Campaign65,inactive,,,,,,,,,,,
867,2015-06-29,2015-06-29,Campaign63,inactive,,,,,,,,,,,
868,2015-06-29,2015-06-29,Campaign61,inactive,13.0,,2.2592307692307996,,,,,,,,
869,2015-06-28,2015-06-28,Campaign60,inactive,1.0,,2.41,,,,,,,,
870,2015-06-28,2015-06-28,Campaign58,inactive,,,,,,,,,,,
871,2015-06-28,2015-06-28,Campaign61,inactive,,,,,,,,,,,
872,2015-06-28,2015-06-28,Campaign66,inactive,,,,,,,,,,,
873,2015-06-28,2015-06-28,Campaign68,inactive,,,,,,,,,,,
874,2015-06-28,2015-06-28,Campaign69,inactive,3.0,,1.36,,,,,,,,
875,2015-06-28,2015-06-28,Campaign63,inactive,,,,,,,,,,,
876,2015-06-28,2015-06-28,Campaign65,inactive,,,,,,,,,,,
877,2015-06-23,2015-06-23,Campaign68,inactive,,,,,,,,,,,
878,2015-06-23,2015-06-23,Campaign58,inactive,,,,,,,,,,,
879,2015-06-23,2015-06-23,Campaign59,inactive,,,,,,,,,,,
880,2015-06-23,2015-06-23,Campaign63,inactive,,,,,,,,,,,
881,2015-06-23,2015-06-23,Campaign65,inactive,,,,,,,,,,,
882,2015-06-23,2015-06-23,Campaign69,inactive,1.0,,2.97,,,,,,,,
883,2015-06-23,2015-06-23,Campaign61,inactive,,,,,,,,,,,
884,2015-06-23,2015-06-23,Campaign60,inactive,1.0,,2.49,,,,,,,,
885,2015-06-22,2015-06-22,Campaign66,inactive,,,,,,,,,,,
886,2015-06-22,2015-06-22,Campaign63,inactive,,,,,,,,,,,
887,2015-06-22,2015-06-22,Campaign58,inactive,,,,,,,,,,,
888,2015-06-22,2015-06-22,Campaign61,inactive,,,,,,,,,,,
889,2015-06-22,2015-06-22,Campaign68,inactive,,,,,,,,,,,
890,2015-06-22,2015-06-22,Campaign60,inactive,1.0,,2.49,,,,,,,,
891,2015-06-22,2015-06-22,Campaign69,inactive,8.0,,2.47375,,,,,,,,
892,2015-06-22,2015-06-22,Campaign62,inactive,,,,,,,,,,,
893,2015-06-22,2015-06-22,Campaign59,inactive,,,,,,,,,,,
894,2015-06-22,2015-06-22,Campaign65,inactive,,,,,,,,,,,
895,2015-06-22,2015-06-22,Campaign64,inactive,,,,,,,,,,,
896,2015-06-21,2015-06-21,Campaign64,inactive,,,,,,,,,,,
897,2015-06-21,2015-06-21,Campaign66,inactive,,,,,,,,,,,
898,2015-06-21,2015-06-21,Campaign62,inactive,,,,,,,,,,,
899,2015-06-21,2015-06-21,Campaign69,inactive,4.0,,2.87,,,,,,1.0,,
900,2015-06-21,2015-06-21,Campaign58,inactive,,,,,,,,,,,
901,2015-06-21,2015-06-21,Campaign65,inactive,,,,,,,,,,,
902,2015-06-21,2015-06-21,Campaign63,inactive,,,,,,,,,,,
903,2015-06-21,2015-06-21,Campaign61,inactive,,,,,,,,,,,
904,2015-06-21,2015-06-21,Campaign59,inactive,,,,,,,,,,,
905,2015-06-21,2015-06-21,Campaign68,inactive,1.0,,2.8,,,,,,,,
906,2015-06-21,2015-06-21,Campaign60,inactive,,,,,,,,,,,
907,2015-06-21,2015-06-21,Campaign67,inactive,,,,,,,,,,,
908,2015-06-20,2015-06-20,Campaign68,inactive,1.0,,0.43,,,,,,,,
909,2015-06-20,2015-06-20,Campaign69,inactive,4.0,,1.0125,,,,,,,,
910,2015-06-20,2015-06-20,Campaign61,inactive,,,,,,,,,,,
911,2015-06-20,2015-06-20,Campaign64,inactive,,,,,,,,,,,
912,2015-06-20,2015-06-20,Campaign59,inactive,,,,,,,,,,,
913,2015-06-20,2015-06-20,Campaign63,inactive,,,,,,,,,,,
914,2015-06-20,2015-06-20,Campaign60,inactive,1.0,,2.05,,,,,,,,
915,2015-06-20,2015-06-20,Campaign58,inactive,,,,,,,,,,,
916,2015-06-20,2015-06-20,Campaign66,inactive,,,,,,,,,,,
917,2015-06-20,2015-06-20,Campaign65,inactive,,,,,,,,,,,
918,2015-06-19,2015-06-19,Campaign60,inactive,2.0,,2.44,,,,,,,,
919,2015-06-19,2015-06-19,Campaign64,inactive,,,,,,,,,,,
920,2015-06-19,2015-06-19,Campaign58,inactive,1.0,,0.0,,,,,,,,
921,2015-06-19,2015-06-19,Campaign66,inactive,,,,,,,,,,,
922,2015-06-19,2015-06-19,Campaign69,inactive,2.0,,2.97,,,,,,,,
923,2015-06-19,2015-06-19,Campaign65,inactive,,,,,,,,,,,
924,2015-06-19,2015-06-19,Campaign68,inactive,,,,,,,,,,,
925,2015-06-19,2015-06-19,Campaign63,inactive,,,,,,,,,,,
926,2015-06-19,2015-06-19,Campaign61,inactive,,,,,,,,,,,
927,2015-06-18,2015-06-18,Campaign58,inactive,,,,,,,,,,,
928,2015-06-18,2015-06-18,Campaign59,inactive,,,,,,,,,,,
929,2015-06-18,2015-06-18,Campaign65,inactive,,,,,,,,,,,
930,2015-06-18,2015-06-18,Campaign66,inactive,,,,,,,,,,,
931,2015-06-18,2015-06-18,Campaign61,inactive,,,,,,,,,,,
932,2015-06-18,2015-06-18,Campaign67,inactive,,,,,,,,,,,
933,2015-06-18,2015-06-18,Campaign63,inactive,,,,,,,,,,,
934,2015-06-18,2015-06-18,Campaign69,inactive,2.0,,2.87,,,,,,,,
935,2015-06-18,2015-06-18,Campaign60,inactive,,,,,,,,,,,
936,2015-06-18,2015-06-18,Campaign68,inactive,,,,,,,,,,,
937,2015-06-17,2015-06-17,Campaign60,inactive,,,,,,,,,,,
938,2015-06-17,2015-06-17,Campaign69,inactive,,,,,,,,,,,
939,2015-06-17,2015-06-17,Campaign64,inactive,,,,,,,,,,,
940,2015-06-17,2015-06-17,Campaign66,inactive,,,,,,,,,,,
941,2015-06-17,2015-06-17,Campaign63,inactive,,,,,,,,,,,
942,2015-06-17,2015-06-17,Campaign65,inactive,,,,,,,,,,,
943,2015-06-17,2015-06-17,Campaign68,inactive,,,,,,,,,,,
944,2015-06-17,2015-06-17,Campaign61,inactive,,,,,,,,,,,
945,2015-06-17,2015-06-17,Campaign58,inactive,,,,,,,,,,,
946,2015-06-17,2015-06-17,Campaign59,inactive,,,,,,,,,,,
947,2015-06-16,2015-06-16,Campaign63,inactive,,,,,,,,,,,
948,2015-06-16,2015-06-16,Campaign58,inactive,,,,,,,,,,,
949,2015-06-16,2015-06-16,Campaign61,inactive,,,,,,,,,,,
950,2015-06-16,2015-06-16,Campaign68,inactive,,,,,,,,,,,
951,2015-06-16,2015-06-16,Campaign66,inactive,,,,,,,,,,,
952,2015-06-16,2015-06-16,Campaign65,inactive,,,,,,,,,,,
953,2015-06-16,2015-06-16,Campaign59,inactive,,,,,,,,,,,
954,2015-06-16,2015-06-16,Campaign64,inactive,,,,,,,,,,,
955,2015-06-16,2015-06-16,Campaign60,inactive,1.0,,0.0,,,,,,,,
956,2015-06-16,2015-06-16,Campaign69,inactive,1.0,,2.41,,,,,,,,
957,2015-06-15,2015-06-15,Campaign59,inactive,,,,,,,,,,,
958,2015-06-15,2015-06-15,Campaign68,inactive,,,,,,,,,,,
959,2015-06-15,2015-06-15,Campaign63,inactive,,,,,,,,,,,
960,2015-06-15,2015-06-15,Campaign65,inactive,,,,,,,,,,,
961,2015-06-15,2015-06-15,Campaign61,inactive,,,,,,,,,,,
962,2015-06-15,2015-06-15,Campaign69,inactive,,,,,,,,,,,
963,2015-06-15,2015-06-15,Campaign58,inactive,,,,,,,,,,,
964,2015-06-15,2015-06-15,Campaign66,inactive,,,,,,,,,,,
965,2015-06-15,2015-06-15,Campaign70,inactive,,,,,,,,,,,
966,2015-06-15,2015-06-15,Campaign64,inactive,,,,,,,,,,,
967,2015-06-14,2015-06-14,Campaign64,inactive,,,,,,,,,,,
968,2015-06-14,2015-06-14,Campaign59,inactive,,,,,,,,,,,
969,2015-06-14,2015-06-14,Campaign61,inactive,1.0,,3.75,,,,,,,,
970,2015-06-14,2015-06-14,Campaign68,inactive,,,,,,,,,,,
971,2015-06-14,2015-06-14,Campaign69,inactive,2.0,,1.78,,,,,,1.0,,
972,2015-06-14,2015-06-14,Campaign63,inactive,1.0,,0.2,,,,,,,,
973,2015-06-14,2015-06-14,Campaign65,inactive,,,,,,,,,,,
974,2015-06-14,2015-06-14,Campaign62,inactive,,,,,,,,,,,
975,2015-06-14,2015-06-14,Campaign58,inactive,,,,,,,,,,1.0,
976,2015-06-13,2015-06-13,Campaign61,inactive,,,,,,,,,,,
977,2015-06-13,2015-06-13,Campaign64,inactive,,,,,,,,,,,
978,2015-06-13,2015-06-13,Campaign63,inactive,1.0,,2.38,,,,,,,,
979,2015-06-13,2015-06-13,Campaign68,inactive,,,,,,,,,,,
980,2015-06-13,2015-06-13,Campaign69,inactive,2.0,,2.475,,,,,,,,
981,2015-06-13,2015-06-13,Campaign66,inactive,,,,,,,,,,,
982,2015-06-13,2015-06-13,Campaign58,inactive,,,,,,,,,,,
